ZONA, NUMERACION_INICIAL, NUMERACION_FINAL, OCUPACION, MODALIDAD, RAZON_SOCIAL, FECHA_ASIGNACION
2,2878776000,2878776383,384,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
6,6169950000,6169950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8619950000,8619950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3539950000,3539950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4649950000,4649950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6759950000,6759950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4669950000,4669950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7439950000,7439950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9515280000,9515280255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
2,2949950000,2949950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8699950000,8699950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6229951000,6229951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9679950000,9679950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4289950000,4289950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8419950000,8419950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4769950000,4769950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3819950000,3819950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4199951000,4199951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2879950000,2879950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9535347000,9535347127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",22/02/2001,
3,3959950000,3959950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4279950000,4279950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4689950000,4689950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3859950000,3859950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2489950000,2489950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3479950000,3479950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8729950000,8729950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6419950000,6419950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3549951000,3549951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4859950000,4859950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9535514000,9535514127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",10/06/1998,
9,9589950000,9589950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9959950000,9959950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6159950000,6159950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6489950000,6489950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3239950000,3239950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6749950000,6749950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3839950000,3839950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7139950000,7139950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6219950000,6219950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4729950000,4729950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9535514128,9535514255,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",03/08/2001,
4,4339950000,4339950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6519950000,6519950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8359950000,8359950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4599950000,4599950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3849950000,3849950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3589950000,3589950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4839951000,4839951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8339950000,8339950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4899950000,4899950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7899951000,7899951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9515249000,9515249255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
3,3439950000,3439950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7629950000,7629950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9329950000,9329950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2249950000,2249950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3719950000,3719950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2499950000,2499950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3139951000,3139951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3899950000,3899950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2389950000,2389950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7249950000,7249950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9515392000,9515392127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",22/02/2001,
7,7369950000,7369950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7149950000,7149950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7179950000,7179950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3469950000,3469950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3729950000,3729950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9929950000,9929950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4249951000,4249951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3789950000,3789950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2239950000,2239950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3119950000,3119950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9515392128,9515392511,384,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",04/07/2001,
3,3749950000,3749950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4149950000,4149950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7319950000,7319950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
5,5959950000,5959950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2319950000,2319950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9979950000,9979950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2749950000,2749950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7459950000,7459950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7469950000,7469950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7549950000,7549950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9715220000,9715220255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
9,9869950000,9869950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2379950000,2379950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7119950000,7119950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4379950000,4379950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2949951000,2949951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7579950000,7579950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2469950000,2469950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9669950000,9669950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8709950000,8709950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7739950000,7739950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9515242000,9515242255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
7,7759950000,7759950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9859950000,9859950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3299950000,3299950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7269950000,7269950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6289950000,6289950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6659950000,6659950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4569950000,4569950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8949950000,8949950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4579950000,4579950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6359950000,6359950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9535039000,9535039255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
6,6189950000,6189950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4789950000,4789950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7259950000,7259950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
6,6469950000,6469950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
5,5889950000,5889950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9659950000,9659950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4379951000,4379951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4959951000,4959951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4969951000,4969951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4999951000,4999951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9545580000,9545580127,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",22/02/2001,
3,3289950000,3289950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2289950000,2289950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8329950000,8329950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7649950000,7649950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7199950000,7199950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3449950000,3449950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3569950000,3569950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
2,2339950000,2339950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4369950000,4369950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4924690000,4924690999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
9,9545580128,9545580255,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",03/08/2001,
7,7979950000,7979950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3269950000,3269950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
7,7749951000,7749951999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3519950000,3519950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
3,3739950000,3739950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
4,4519950000,4519950999,1000,FIJO,"AJTEL COMUNICACIONES, S. DE R.L. DE C.V.",23/05/2024,
8,8646115000,8646115339,340,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
4,4615815000,4615819999,5000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
6,6569346000,6569349999,4000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
6,6569380000,6569385999,6000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
9,9833943000,9833947999,5000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
3,3349524000,3349529999,6000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
3,3349550000,3349553999,4000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
9,9717134000,9717135279,1280,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
6,6533039000,6533039999,1000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
6,6533170000,6533173999,4000,FIJO,"CABLEMAS TELECOMUNICACIONES, S.A. DE C.V.",24/05/2024,
9,9342774000,9342776999,3000,CPP,"TALENTO NET, S. DE R.L. DE C.V.",24/05/2024,
6,6613134000,6613136999,3000,CPP,"TALENTO NET, S. DE R.L. DE C.V.",24/05/2024,
6,6751454000,6751456999,3000,CPP,"TALENTO NET, S. DE R.L. DE C.V.",24/05/2024,
4,4292454000,4292458999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4172704000,4172708999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447715000,7447719999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447780000,7447789999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447790000,7447799999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9717135280,9717135559,280,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",24/05/2001,
7,7447800000,7447809999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447810000,7447819999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447820000,7447829999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447830000,7447839999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447840000,7447849999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7447850000,7447854999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3871194000,3871198999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7722863000,7722867999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7181125000,7181129999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
6,6331580000,6331584999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9717135560,9717135689,130,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",26/09/2001,
4,4499538000,4499539999,2000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499640000,4499649999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499690000,4499699999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499810000,4499819999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499820000,4499829999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499830000,4499839999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499840000,4499849999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499850000,4499859999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4499860000,4499867999,8000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
6,6472333000,6472337999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7161160000,7161164999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
2,2747520000,2747520479,480,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
2,2262970000,2262974999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3751669000,3751669999,1000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3751830000,3751833999,4000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4132185000,4132189999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4533254000,4533258999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3482944000,3482948999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7321433000,7321439999,7000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9515067000,9515067255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
7,7321450000,7321459999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7321460000,7321462999,3000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9662823000,9662829999,7000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9662870000,9662872999,3000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
8,8448642000,8448643999,2000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
4,4962811000,4962811999,1000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7124770000,7124779999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7124780000,7124789999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
2,2442405000,2442409999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
7,7421355000,7421359999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3171414000,3171417999,4000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9545533000,9545533255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
7,7691105000,7691109999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3451190000,3451194999,5000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3161109000,3161109999,1000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
3,3161150000,3161153999,4000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5662132000,5662139999,8000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663120000,5663129999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663130000,5663139999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663140000,5663149999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663150000,5663159999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9535312000,9535312255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",27/09/2000,
5,5663160000,5663169999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663170000,5663179999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663180000,5663189999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663190000,5663199999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663200000,5663209999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663210000,5663219999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663220000,5663229999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663230000,5663239999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663240000,5663249999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663250000,5663259999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9535221000,9535221255,256,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",21/02/2002,
5,5663260000,5663269999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663270000,5663279999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663280000,5663289999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663290000,5663299999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663300000,5663309999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663310000,5663319999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663320000,5663329999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663330000,5663339999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663340000,5663349999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663350000,5663359999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9515284000,9515284639,640,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",31/12/1995,
5,5663360000,5663369999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663370000,5663379999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663380000,5663389999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663390000,5663399999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663400000,5663409999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663410000,5663419999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663420000,5663429999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663430000,5663439999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663440000,5663449999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663450000,5663459999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
9,9515284640,9515284767,128,FIJO,"TELEFONOS DE MEXICO, S.A.B. DE C.V.",09/12/1999,
5,5663460000,5663469999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663470000,5663479999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663480000,5663489999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663490000,5663499999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
5,5663500000,5663509999,10000,CPP,"ALTÁN REDES, S.A.P.I. DE C.V.",27/05/2024,
